,InstituteId,InstituteName,Institution,CourseName,Course,Location,City,BranchCode,1G,1K,1R,2AG,2AK,2AR,2BG,2BK,2BR,3AG,3AK,3AR,3BG,3BK,3BR,GM,GMK,GMR,SCG,SCK,SCR,STG,STK,STR,AvgCutoffRank,Category-1_min,Category-1_max,Category-2A_min,Category-2A_max,Category-2B_min,Category-2B_max,Category-3A_min,Category-3A_max,Category-3B_min,Category-3B_max,Category-GM_min,Category-GM_max,Category-SC_min,Category-SC_max,Category-ST_min,Category-ST_max
686,E112,Sri Krishna Institute of Technology  Bangalore,Sri Krishna Institute of Technology  Bangalore [E112],Civil Engineering,Civil Engineering [CE],"Chikkabanavara, Bengaluru",Bengaluru,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,","Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Civil Engineering,Civil Engineering [CE],"Kammasandra, Bengaluru Rural",Bengaluru Rural,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,E174,"Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist,","Dr. Sri. Sri. Sri. Shivakumara Mahaswamyji College of Engineering  Bangalore Rural -Dist, [E174]",Mechanical Engineering,Mechanical Engineering [ME],"Kammasandra, Bengaluru Rural",Bengaluru Rural,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,E175,S.G.Balekundri Institute of Technology  Belgaum,S.G.Balekundri Institute of Technology  Belgaum [E175],Civil Engineering,Civil Engineering [CE],Belgaum,Belgaum,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,E260,Nitte School of Architecture  YELAHANKA BANGALORE,Nitte School of Architecture  YELAHANKA BANGALORE [E260],DESIGN,DESIGN [DG],"Yelahanka,Bengaluru",Bengaluru,DG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist.","Basava Engineering School of Technology  Zalaki, Vijaypura Dist. [E264]",Civil Engineering,Civil Engineering [CE],"Zalaki, Bijapur",Bijapur,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,E059,P D A College of Engineering  Gulbarga,P D A College of Engineering  Gulbarga [E059],Industrial and Production Engineering,Industrial and Production Engineering [IP],"Shambhognlli, Gulbarga",Gulbarga,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,E127,M S Engineering College  Bangalore Urban,M S Engineering College  Bangalore Urban [E127],Civil Engineering,Civil Engineering [CE],"Off Bengaluru International Airport, Bengaluru",Bengaluru,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,E127,M S Engineering College  Bangalore Urban,M S Engineering College  Bangalore Urban [E127],Mechanical Engineering,Mechanical Engineering [ME],"Off Bengaluru International Airport, Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,E134,"Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt.","Smt. Kamala and Sri Venkappa M.Agadi College of Engg. and Tech.  Laxmeshwara-Tq, Gadag Dt. [E134]",Mechanical Engineering,Mechanical Engineering [ME],"Laxmeshwara, Gadag",Gadag,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,E135,"K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist","K L S Viswanathrao Deshpande Institute of Technology  Haliyal, Uttara Kannada -Dist [E135]",Civil Engineering,Civil Engineering [CE],"Haliyal, Uttara Kannada",Uttara Kannada,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1195,E209,Jyothi Institute of Technology  Bangalore,Jyothi Institute of Technology  Bangalore [E209],Civil Engineering,Civil Engineering [CE],"Thathaguni, Bengaluru",Bengaluru,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1199,E209,Jyothi Institute of Technology  Bangalore,Jyothi Institute of Technology  Bangalore [E209],Mechanical Engineering,Mechanical Engineering [ME],"Thathaguni, Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,E172,"R.R.Institute of Technology  Chikkabanavara, Bangalore","R.R.Institute of Technology  Chikkabanavara, Bangalore [E172]",Mechanical Engineering,Mechanical Engineering [ME],"Chikkabavanara,Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,E063,SJM Institute of Techonology  Chitradurga,SJM Institute of Techonology  Chitradurga [E063],Mechanical Engineering,Mechanical Engineering [ME],"Hanumantha Nagara, Chitradurga",Chitradurga,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum","Jain College of Engineering and Research  Udyambhag, Belgaum [E269]",Civil Engineering,Civil Engineering [CE],"Udyambhag, Belgaum",Belgaum,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,E269,"Jain College of Engineering and Research  Udyambhag, Belgaum","Jain College of Engineering and Research  Udyambhag, Belgaum [E269]",Mechanical Engineering,Mechanical Engineering [ME],"Udyambhag, Belgaum",Belgaum,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,E045,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari,Rao Bahadur Y.Mahabaleswarappa Engineering College  Bellari [E045],Mechanical Engineering,Mechanical Engineering [ME],"Cantonment Bellary,Bellary",Bellary,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,E046,H K Es S L N College of Engineering  Raichur,H K Es S L N College of Engineering  Raichur [E046],Civil Engineering,Civil Engineering [CE],"Yeramarus Camp, Raichur",Raichur,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,E046,H K Es S L N College of Engineering  Raichur,H K Es S L N College of Engineering  Raichur [E046],Mechanical Engineering,Mechanical Engineering [ME],"Yeramarus Camp, Raichur",Raichur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,E132,Secab Institute of Engineering and Technology  Bijapur,Secab Institute of Engineering and Technology  Bijapur [E132],Mechanical Engineering,Mechanical Engineering [ME],Bijapur,Bijapur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,E130,Shridevi Institute of Engineering and Technology  Tumkur,Shridevi Institute of Engineering and Technology  Tumkur [E130],Mechanical Engineering,Mechanical Engineering [ME],Tumakuru,Tumakuru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,E112,Sri Krishna Institute of Technology  Bangalore,Sri Krishna Institute of Technology  Bangalore [E112],Mechanical Engineering,Mechanical Engineering [ME],"Chikkabanavara, Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,E113,Sambhram Institute of Technology  Bangalore,Sambhram Institute of Technology  Bangalore [E113],Mechanical Engineering,Mechanical Engineering [ME],"Jalahalli East, Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,E213,Lingarajappa Engineering College  Bidar,Lingarajappa Engineering College  Bidar [E213],Mechanical Engineering,Mechanical Engineering [ME],Bidar,Bidar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1230,E216,Shetty Institute of Technology  Gulbarga,Shetty Institute of Technology  Gulbarga [E216],Civil Engineering,Civil Engineering [CE],Gulbarga,Gulbarga,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1124,E196,"Jain College of Engineering  Machche,Belgaum","Jain College of Engineering  Machche,Belgaum [E196]",Civil Engineering,Civil Engineering [CE],Belgaum,Belgaum,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,E197,Veerappa Nisty Engineering College  Yadigir Dist,Veerappa Nisty Engineering College  Yadigir Dist [E197],Civil Engineering,Civil Engineering [CE],Yadagiri,Yadagiri,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1132,E197,Veerappa Nisty Engineering College  Yadigir Dist,Veerappa Nisty Engineering College  Yadigir Dist [E197],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],Yadagiri,Yadagiri,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1133,E197,Veerappa Nisty Engineering College  Yadigir Dist,Veerappa Nisty Engineering College  Yadigir Dist [E197],Mechanical Engineering,Mechanical Engineering [ME],Yadagiri,Yadagiri,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1145,E199,"AGM Rural Engineering College  Hubli, Darward (D)","AGM Rural Engineering College  Hubli, Darward (D) [E199]",Mechanical Engineering,Mechanical Engineering [ME],Hubli,Hubli,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,E221,"Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist","Biluru Gurubasava Mahaswamiji Institute of Technology  Mudhol,Bagalkot- Dist [E221]",Mechanical Engineering,Mechanical Engineering [ME],"Mudhol,Bagalkot",Bagalkot,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,E109,City Engineering College  Bangalore,City Engineering College  Bangalore [E109],Civil Engineering,Civil Engineering [CE],"Doddakallasandra, Bengaluru",Bengaluru,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,E109,City Engineering College  Bangalore,City Engineering College  Bangalore [E109],Mechanical Engineering,Mechanical Engineering [ME],"Doddakallasandra, Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1211,E211,"Jain Institute of Technology  Cross,Davanagere","Jain Institute of Technology  Cross,Davanagere [E211]",Mechanical Engineering,Mechanical Engineering [ME],Davanagere,Davanagere,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
896,E150,P E S Institute of Technology and Management  Shivamogga,P E S Institute of Technology and Management  Shivamogga [E150],Mechanical Engineering,Mechanical Engineering [ME],Shivamogga,Shivamogga,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,E180,Bearys Institute of Technology  Mangalore,Bearys Institute of Technology  Mangalore [E180],Civil Engineering,Civil Engineering [CE],"Mangalore, Dakshina Kannada",Dakshina Kannada,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,E136,Moodalakatte Institute of Technology  Udupi District,Moodalakatte Institute of Technology  Udupi District [E136],Civil Engineering,Civil Engineering [CE],Udupi,Udupi,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,E064,Adhichunchanagiri Institute of Technology  Chickmagalur,Adhichunchanagiri Institute of Technology  Chickmagalur [E064],Mechanical Engineering,Mechanical Engineering [ME],"Jyothi nagara, Chikkamagaluru",Chikkamagaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,E065,Jawaharlal Nehru National College of Engineering  Shimoga,Jawaharlal Nehru National College of Engineering  Shimoga [E065],Mechanical Engineering,Mechanical Engineering [ME],"Navule, Shivamogga",Shivamogga,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,E070,"Bahubali College of Engineering  Hassan Dist,","Bahubali College of Engineering  Hassan Dist, [E070]",Civil Engineering,Civil Engineering [CE],"Gommatanagar,Hassan",Hassan,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,E070,"Bahubali College of Engineering  Hassan Dist,","Bahubali College of Engineering  Hassan Dist, [E070]",Mechanical Engineering,Mechanical Engineering [ME],"Gommatanagar,Hassan",Hassan,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,E041,P D A College of Engineering  Gulbarga,P D A College of Engineering  Gulbarga [E041],Industrial and Production Engineering,Industrial and Production Engineering [IP],"Shambhognlli, Gulbarga",Gulbarga,IP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,E043,Gurunanak Dev Engineering College  Bidar,Gurunanak Dev Engineering College  Bidar [E043],Mechanical Engineering,Mechanical Engineering [ME],"Mailoor, Bidar",Bidar,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,E264,"Basava Engineering School of Technology  Zalaki, Vijaypura Dist.","Basava Engineering School of Technology  Zalaki, Vijaypura Dist. [E264]",Mechanical Engineering,Mechanical Engineering [ME],"Zalaki, Bijapur",Bijapur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1376,E265,Jain College of Engineering and Technology  Hubballi,Jain College of Engineering and Technology  Hubballi [E265],Mechanical Engineering,Mechanical Engineering [ME],Hubli,Hubli,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,E171,"Brindavan College of Engineering  Yelahanka, Bangalore","Brindavan College of Engineering  Yelahanka, Bangalore [E171]",Mechanical Engineering,Mechanical Engineering [ME],"Yelahanka,Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,E040,"Hira Sugar Institute of Technology  Belagavi District,","Hira Sugar Institute of Technology  Belagavi District, [E040]",Mechanical Engineering,Mechanical Engineering [ME],"Nidasoshi, Belgaum",Belgaum,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,E076,"Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT","Proudadevaraya Institute of Technology  Indiranagar Hospet, Ballari DT [E076]",Mechanical Engineering,Mechanical Engineering [ME],"Hosapete, Bellary",Bellary,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,E153,S E A College of Engineering and Technology  K R puram bangalore,S E A College of Engineering and Technology  K R puram bangalore [E153],Mechanical Engineering,Mechanical Engineering [ME],"K R puram,Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,E175,S.G.Balekundri Institute of Technology  Belgaum,S.G.Balekundri Institute of Technology  Belgaum [E175],Mechanical Engineering,Mechanical Engineering [ME],Belgaum,Belgaum,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1042,E176,Navodaya Institute of Technology  Raihcur,Navodaya Institute of Technology  Raihcur [E176],Civil Engineering,Civil Engineering [CE],Raichur,Raichur,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,E176,Navodaya Institute of Technology  Raihcur,Navodaya Institute of Technology  Raihcur [E176],Mechanical Engineering,Mechanical Engineering [ME],Raichur,Raichur,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,E177,Rajeev Institute of Technology  Hassan,Rajeev Institute of Technology  Hassan [E177],Civil Engineering,Civil Engineering [CE],"Bommanayankanahally, Hassan",Hassan,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1054,E177,Rajeev Institute of Technology  Hassan,Rajeev Institute of Technology  Hassan [E177],Mechanical Engineering,Mechanical Engineering [ME],"Bommanayankanahally, Hassan",Hassan,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
948,E158,"Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist","Maharaja Institute of Technology-Mysore  Belawadi, Mandya Dist [E158]",Mechanical Engineering (Kannada Medium),Mechanical Engineering (Kannada Medium) [MK],"Belawadi, Mandya",Mandya,MK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,E159,Karavali Institute of Technology  Mangalore,Karavali Institute of Technology  Mangalore [E159],Mechanical Engineering,Mechanical Engineering [ME],"Mangalore, Dakshina Kannada",Dakshina Kannada,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,E013,Ghousia Engineering College  Ramanagara,Ghousia Engineering College  Ramanagara [E013],Civil Engineering,Civil Engineering [CE],"Vijaya Nagar, Ramanagara",Ramanagara,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,E013,Ghousia Engineering College  Ramanagara,Ghousia Engineering College  Ramanagara [E013],Mechanical Engineering,Mechanical Engineering [ME],"Vijaya Nagar, Ramanagara",Ramanagara,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,E014,S J C Institute of Technology  Chickballapur,S J C Institute of Technology  Chickballapur [E014],Civil Engineering (Kannada Medium),Civil Engineering (Kannada Medium) [CK],"BB Rd, Chikkaballapur",Chikkaballapur,CK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,E213,Lingarajappa Engineering College  Bidar,Lingarajappa Engineering College  Bidar [E213],Electrical And Electronics Engineering,Electrical And Electronics Engineering [EE],Bidar,Bidar,EE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
998,E168,"Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore","Amrutha Institute of Engineering and Mangement  Bidadi Indust. Estate,Ban'lore [E168]",Mechanical Engineering,Mechanical Engineering [ME],"Bidadi,Bengaluru",Bengaluru,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,","Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Civil Engineering,Civil Engineering [CE],"Moodabidri, Dakshina Kannada",Dakshina Kannada,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,E169,"Alva`s Institute of Engineering and Technology  Moodabidri,","Alva`s Institute of Engineering and Technology  Moodabidri, [E169]",Mechanical Engineering,Mechanical Engineering [ME],"Moodabidri, Dakshina Kannada",Dakshina Kannada,ME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,E040,"Hira Sugar Institute of Technology  Belagavi District,","Hira Sugar Institute of Technology  Belagavi District, [E040]",Civil Engineering,Civil Engineering [CE],"Nidasoshi, Belgaum",Belgaum,CE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
